type_1,type_2,buy_price,sale_price,product_id
裤子,游泳裤,197,203,S009060
上衣,T恤,69,109,S001222
裤子,长裤,171,174,S006695
裤子,游泳裤,111,142,S007621
裤子,长裤,167,171,S008476
鞋子,凉鞋,65,95,S001031
上衣,羽绒服,166,172,S006297
裤子,长裤,105,107,S007423
裤子,长裤,82,100,S009648
裤子,游泳裤,153,187,S008663
上衣,冲锋衣,196,212,S001472
鞋子,凉鞋,95,125,S002008
鞋子,拖鞋,77,89,S009156
裤子,游泳裤,119,148,S006938
上衣,T恤,136,160,S009003
鞋子,跑鞋,57,85,S001175
裤子,长裤,61,97,S006143
上衣,T恤,139,169,S003303
上衣,冲锋衣,104,142,S004663
鞋子,凉鞋,108,132,S007022
上衣,羽绒服,75,81,S001062
鞋子,跑鞋,91,118,S002712
鞋子,凉鞋,184,185,S000421
上衣,冲锋衣,153,177,S007874
上衣,冲锋衣,112,154,S009562
裤子,中裤,149,173,S005114
鞋子,凉鞋,122,154,S005662
裤子,游泳裤,134,151,S001641
上衣,冲锋衣,144,163,S001206
上衣,羽绒服,122,122,S003439
鞋子,拖鞋,92,122,S003620
上衣,冲锋衣,74,93,S005570
鞋子,跑鞋,80,82,S007020
上衣,羽绒服,85,91,S005768
鞋子,凉鞋,87,88,S000543
上衣,T恤,123,129,S007570
上衣,T恤,54,72,S000626
鞋子,跑鞋,178,222,S007449
鞋子,跑鞋,94,106,S009958
上衣,冲锋衣,144,146,S003189
裤子,中裤,73,105,S004581
鞋子,拖鞋,171,189,S009077
裤子,中裤,179,190,S002288
鞋子,跑鞋,96,126,S006574
上衣,冲锋衣,103,134,S002398
裤子,中裤,106,106,S007083
裤子,中裤,162,205,S009697
裤子,游泳裤,51,97,S000982
裤子,中裤,145,170,S003387
裤子,中裤,68,68,S000311
上衣,羽绒服,73,73,S005077
上衣,T恤,106,136,S006642
鞋子,凉鞋,95,125,S007866
鞋子,拖鞋,63,97,S004500
上衣,冲锋衣,100,146,S001130
鞋子,凉鞋,125,133,S005557
裤子,长裤,121,134,S009737
裤子,游泳裤,154,171,S007542
鞋子,跑鞋,129,157,S009356
裤子,中裤,191,235,S008353
裤子,游泳裤,126,159,S005462
上衣,冲锋衣,199,230,S002619
裤子,游泳裤,65,80,S002952
鞋子,凉鞋,146,148,S004230
鞋子,拖鞋,193,210,S008160
上衣,冲锋衣,190,204,S002831
上衣,冲锋衣,176,178,S008993
上衣,冲锋衣,102,103,S006971
裤子,中裤,138,152,S000690
上衣,T恤,68,117,S007976
上衣,羽绒服,133,141,S006514
裤子,中裤,95,123,S006941
鞋子,凉鞋,128,161,S006687
裤子,中裤,189,204,S002139
鞋子,跑鞋,175,186,S001050
鞋子,跑鞋,116,116,S006582
上衣,冲锋衣,178,185,S006656
上衣,T恤,58,89,S002314
鞋子,跑鞋,59,60,S007926
上衣,冲锋衣,87,88,S007508
鞋子,跑鞋,116,158,S001770
裤子,长裤,134,134,S006294
鞋子,凉鞋,60,74,S004508
上衣,T恤,51,60,S000752
裤子,游泳裤,88,135,S003830
裤子,中裤,178,190,S001819
上衣,冲锋衣,104,114,S003687
裤子,长裤,84,102,S006090
裤子,中裤,199,240,S006537
鞋子,凉鞋,67,73,S004424
上衣,T恤,174,175,S009349
鞋子,拖鞋,170,200,S002418
上衣,冲锋衣,197,208,S000442
鞋子,凉鞋,160,166,S000132
上衣,冲锋衣,120,144,S005019
上衣,T恤,59,68,S004359
鞋子,跑鞋,66,106,S004279
上衣,冲锋衣,199,227,S003487
鞋子,跑鞋,172,214,S004820
裤子,中裤,193,236,S005991
裤子,长裤,65,78,S007909
裤子,中裤,185,212,S008115
鞋子,拖鞋,81,116,S002935
裤子,游泳裤,64,82,S009040
上衣,羽绒服,90,126,S005201
裤子,游泳裤,177,183,S004817
鞋子,凉鞋,136,147,S007352
裤子,长裤,149,165,S006908
上衣,冲锋衣,179,193,S003453
鞋子,拖鞋,55,56,S004011
上衣,T恤,141,147,S004735
裤子,中裤,176,202,S002161
上衣,冲锋衣,163,208,S006357
上衣,羽绒服,175,196,S001717
裤子,中裤,183,213,S008965
上衣,羽绒服,139,148,S005711
裤子,游泳裤,83,85,S001933
鞋子,跑鞋,59,87,S001517
鞋子,拖鞋,129,142,S003748
鞋子,凉鞋,108,127,S008646
裤子,长裤,125,130,S007468
裤子,游泳裤,117,117,S006752
上衣,羽绒服,99,101,S005157
上衣,羽绒服,79,79,S002077
鞋子,跑鞋,114,120,S008832
上衣,羽绒服,109,133,S009235
裤子,游泳裤,115,122,S008628
鞋子,拖鞋,129,177,S008930
鞋子,拖鞋,185,194,S005248
鞋子,拖鞋,168,189,S008564
裤子,中裤,170,203,S004243
裤子,长裤,66,79,S004112
鞋子,跑鞋,142,166,S006046
鞋子,跑鞋,152,181,S001143
鞋子,凉鞋,76,104,S009541
鞋子,凉鞋,148,185,S003042
鞋子,跑鞋,58,82,S007991
上衣,冲锋衣,80,109,S004839
裤子,长裤,113,124,S004141
鞋子,凉鞋,171,187,S005665
上衣,羽绒服,59,70,S008362
上衣,T恤,102,104,S008570
鞋子,跑鞋,58,79,S006492
上衣,T恤,160,176,S002019
鞋子,拖鞋,165,170,S007719
上衣,羽绒服,123,125,S006844
上衣,T恤,74,77,S006019
鞋子,凉鞋,152,161,S005513
上衣,T恤,148,150,S009774
上衣,T恤,69,77,S002731
鞋子,拖鞋,91,121,S002089
鞋子,凉鞋,171,190,S003772
鞋子,凉鞋,87,106,S004103
裤子,中裤,146,149,S000986
鞋子,拖鞋,101,125,S001872
裤子,中裤,130,168,S000651
上衣,T恤,126,155,S008770
鞋子,拖鞋,199,222,S005053
裤子,中裤,187,218,S002855
裤子,长裤,125,129,S006627
裤子,游泳裤,61,85,S009334
裤子,游泳裤,79,79,S001101
鞋子,拖鞋,149,182,S009261
鞋子,凉鞋,126,138,S008301
鞋子,拖鞋,152,166,S007724
鞋子,跑鞋,95,105,S000635
裤子,长裤,87,135,S004516
鞋子,拖鞋,56,105,S009165
上衣,冲锋衣,161,168,S007234
裤子,游泳裤,54,93,S000483
鞋子,凉鞋,102,120,S001961
裤子,中裤,175,192,S001548
裤子,中裤,133,133,S003115
裤子,长裤,173,179,S006997
裤子,中裤,55,64,S006871
鞋子,凉鞋,88,135,S004939
裤子,中裤,127,160,S005168
鞋子,跑鞋,148,161,S006783
鞋子,跑鞋,132,153,S006423
上衣,T恤,71,92,S007015
鞋子,拖鞋,169,177,S001417
上衣,冲锋衣,199,208,S004748
上衣,冲锋衣,81,124,S005078
鞋子,跑鞋,180,186,S005990
上衣,T恤,86,118,S006376
鞋子,跑鞋,122,141,S005123
裤子,游泳裤,83,95,S009369
裤子,长裤,192,208,S004240
鞋子,跑鞋,82,96,S002666
上衣,T恤,62,92,S006524
上衣,冲锋衣,147,179,S005573
鞋子,拖鞋,55,59,S003467
裤子,游泳裤,133,171,S001813
上衣,T恤,144,156,S008866
上衣,T恤,72,90,S006884
鞋子,拖鞋,143,165,S003260
鞋子,凉鞋,106,141,S003697
裤子,游泳裤,58,100,S000241
裤子,游泳裤,179,220,S006292
鞋子,拖鞋,166,176,S004028
上衣,T恤,88,98,S004027
上衣,羽绒服,84,102,S003985
鞋子,凉鞋,162,179,S002736
上衣,T恤,86,103,S003076
裤子,游泳裤,53,90,S001188
上衣,羽绒服,180,201,S006390
鞋子,凉鞋,163,185,S001142
裤子,游泳裤,160,172,S001692
上衣,T恤,82,127,S002402
裤子,中裤,125,166,S008558
鞋子,拖鞋,60,108,S000261
裤子,游泳裤,185,214,S006372
裤子,长裤,191,226,S003409
裤子,长裤,147,147,S000197
裤子,长裤,198,204,S001762
鞋子,凉鞋,152,168,S004768
鞋子,拖鞋,89,97,S007391
裤子,中裤,181,196,S008686
裤子,游泳裤,107,134,S001055
鞋子,跑鞋,154,190,S008223
裤子,长裤,84,100,S003512
上衣,T恤,126,150,S009324
裤子,中裤,114,131,S000487
鞋子,拖鞋,142,168,S009094
鞋子,凉鞋,118,148,S009638
上衣,T恤,114,151,S000956
裤子,游泳裤,125,157,S007915
裤子,游泳裤,146,193,S007891
裤子,游泳裤,196,230,S000675
裤子,游泳裤,199,208,S001626
裤子,游泳裤,169,210,S002578
鞋子,跑鞋,118,147,S007093
上衣,T恤,123,161,S002991
上衣,羽绒服,122,139,S006811
上衣,T恤,174,191,S008462
鞋子,拖鞋,99,140,S008161
上衣,T恤,76,88,S009143
鞋子,跑鞋,131,164,S001063
裤子,中裤,85,120,S009659
上衣,羽绒服,68,88,S003741
鞋子,跑鞋,81,94,S001317
上衣,冲锋衣,149,169,S001300
裤子,中裤,141,173,S009164
上衣,冲锋衣,142,147,S001102
上衣,T恤,165,204,S007100
鞋子,跑鞋,59,102,S009741
鞋子,凉鞋,98,131,S007957
鞋子,拖鞋,95,123,S005668
裤子,中裤,50,84,S006255
裤子,游泳裤,114,125,S000025
鞋子,拖鞋,129,130,S008368
上衣,冲锋衣,189,217,S005376
上衣,羽绒服,88,119,S000832
裤子,中裤,134,183,S003612
裤子,游泳裤,126,143,S009239
鞋子,拖鞋,58,60,S002180
鞋子,拖鞋,149,194,S002877
上衣,T恤,134,173,S008495
裤子,中裤,109,149,S004481
裤子,中裤,139,147,S009224
裤子,长裤,61,102,S001132
裤子,游泳裤,132,177,S002188
裤子,游泳裤,52,93,S009550
裤子,游泳裤,148,175,S005720
上衣,冲锋衣,86,100,S008095
上衣,T恤,106,118,S003065
上衣,羽绒服,173,191,S002132
上衣,T恤,169,212,S006148
裤子,中裤,163,194,S000871
裤子,长裤,138,174,S009576
鞋子,拖鞋,68,107,S007202
裤子,游泳裤,178,227,S009768
鞋子,跑鞋,190,232,S008487
裤子,中裤,157,187,S005584
上衣,T恤,75,94,S008531
裤子,游泳裤,98,133,S007370
上衣,T恤,118,143,S008046
裤子,中裤,131,172,S006053
裤子,长裤,121,169,S001749
上衣,冲锋衣,163,200,S009083
鞋子,拖鞋,189,206,S006091
上衣,T恤,159,191,S003377
裤子,中裤,120,160,S001596
裤子,中裤,109,111,S005328
裤子,中裤,82,110,S008925
上衣,冲锋衣,57,93,S008088
裤子,长裤,139,186,S009571
上衣,冲锋衣,172,187,S002356
裤子,游泳裤,135,183,S008681
裤子,游泳裤,156,188,S006056
上衣,羽绒服,120,138,S008817
上衣,T恤,166,212,S004372
鞋子,跑鞋,194,227,S006199
鞋子,跑鞋,184,229,S005265
鞋子,跑鞋,83,114,S003881
鞋子,凉鞋,87,104,S007795
裤子,中裤,144,180,S006370
裤子,游泳裤,109,139,S000492
鞋子,拖鞋,139,170,S007369
上衣,羽绒服,181,219,S006209
上衣,冲锋衣,97,145,S008705
上衣,T恤,141,167,S000917
上衣,羽绒服,138,163,S004574
上衣,冲锋衣,67,100,S004983
裤子,长裤,199,244,S001997
上衣,羽绒服,188,211,S005117
裤子,中裤,59,63,S003768
裤子,长裤,71,116,S003939
裤子,游泳裤,136,166,S005381
鞋子,跑鞋,113,161,S001025
鞋子,凉鞋,100,137,S006033
裤子,中裤,56,88,S005663
上衣,T恤,77,100,S007297
裤子,中裤,173,173,S002572
鞋子,跑鞋,109,135,S002494
上衣,羽绒服,166,169,S009972
上衣,冲锋衣,60,98,S002499
裤子,游泳裤,169,184,S002380
鞋子,凉鞋,100,111,S003180
裤子,游泳裤,178,190,S007590
鞋子,拖鞋,144,189,S005471
鞋子,跑鞋,62,105,S002778
裤子,中裤,52,84,S009114
上衣,T恤,84,113,S005515
鞋子,凉鞋,75,105,S005225
上衣,T恤,140,189,S004892
裤子,游泳裤,77,95,S007515
上衣,T恤,56,73,S008949
上衣,T恤,93,112,S006310
裤子,中裤,185,197,S002237
上衣,T恤,128,147,S008680
裤子,中裤,183,227,S008765
鞋子,凉鞋,74,123,S006694
裤子,长裤,155,160,S002342
裤子,长裤,157,183,S002549
上衣,T恤,114,123,S005297
上衣,羽绒服,173,177,S002079
裤子,长裤,197,217,S007108
裤子,长裤,177,220,S009421
上衣,T恤,64,74,S008961
裤子,游泳裤,198,207,S004981
鞋子,跑鞋,116,162,S003717
上衣,T恤,99,136,S000680
上衣,T恤,84,92,S007634
鞋子,跑鞋,66,91,S004513
鞋子,跑鞋,70,115,S007050
上衣,冲锋衣,147,147,S000751
上衣,冲锋衣,188,191,S007511
裤子,长裤,156,157,S004314
上衣,T恤,180,199,S006570
裤子,游泳裤,61,90,S003217
鞋子,凉鞋,175,202,S000804
鞋子,跑鞋,148,180,S003802
鞋子,跑鞋,179,223,S006408
鞋子,凉鞋,125,173,S007762
裤子,中裤,95,105,S001869
鞋子,凉鞋,158,196,S007922
裤子,长裤,163,163,S004306
上衣,羽绒服,161,195,S009830
鞋子,跑鞋,106,136,S002971
上衣,T恤,87,117,S003273
上衣,冲锋衣,57,105,S005070
上衣,冲锋衣,107,111,S005516
鞋子,拖鞋,173,198,S007691
裤子,长裤,173,188,S007547
裤子,长裤,154,160,S007712
上衣,羽绒服,196,235,S002833
上衣,羽绒服,158,190,S004069
上衣,冲锋衣,58,67,S009372
上衣,羽绒服,116,165,S004812
上衣,冲锋衣,51,74,S006493
上衣,冲锋衣,94,113,S003745
上衣,冲锋衣,146,146,S005763
鞋子,凉鞋,51,66,S008519
鞋子,跑鞋,150,195,S007717
裤子,游泳裤,146,156,S002643
鞋子,跑鞋,133,138,S000739
上衣,冲锋衣,186,209,S008973
裤子,长裤,51,56,S006072
鞋子,拖鞋,178,212,S001360
裤子,中裤,86,103,S006176
鞋子,拖鞋,161,199,S007033
鞋子,凉鞋,152,163,S006286
裤子,游泳裤,144,159,S004316
鞋子,拖鞋,68,74,S002662
裤子,游泳裤,157,160,S009851
裤子,长裤,119,119,S004545
鞋子,拖鞋,145,181,S004790
鞋子,跑鞋,135,162,S006838
鞋子,拖鞋,177,224,S004830
上衣,T恤,52,100,S000356
上衣,羽绒服,172,193,S001449
裤子,中裤,118,156,S005529
裤子,长裤,82,126,S002364
鞋子,跑鞋,91,93,S007310
裤子,长裤,139,143,S005410
上衣,冲锋衣,109,156,S009895
裤子,长裤,118,137,S008633
裤子,中裤,165,180,S005564
上衣,T恤,81,96,S000622
上衣,羽绒服,141,167,S004544
上衣,冲锋衣,62,66,S008710
鞋子,拖鞋,187,200,S009824
裤子,中裤,56,64,S003627
上衣,T恤,183,201,S002360
裤子,长裤,163,187,S009412
上衣,羽绒服,106,111,S007340
裤子,中裤,156,198,S002399
鞋子,跑鞋,181,226,S007812
裤子,游泳裤,195,201,S009499
鞋子,跑鞋,57,85,S002686
裤子,游泳裤,65,93,S007927
鞋子,凉鞋,81,101,S001607
鞋子,凉鞋,159,167,S005086
鞋子,拖鞋,164,200,S008553
上衣,冲锋衣,108,141,S001655
鞋子,拖鞋,176,192,S004556
裤子,中裤,138,184,S007224
裤子,长裤,82,102,S000245
上衣,冲锋衣,50,53,S000888
上衣,T恤,94,126,S008743
上衣,T恤,80,81,S002657
上衣,T恤,179,218,S007587
上衣,冲锋衣,186,228,S002787
鞋子,拖鞋,174,209,S005706
鞋子,拖鞋,181,210,S004436
上衣,冲锋衣,179,224,S003650
裤子,长裤,98,124,S006502
裤子,游泳裤,79,119,S003251
裤子,中裤,186,232,S001757
鞋子,跑鞋,80,111,S006580
鞋子,拖鞋,135,135,S001796
鞋子,凉鞋,94,105,S009431
裤子,长裤,138,170,S000497
鞋子,凉鞋,148,149,S005612
裤子,中裤,137,179,S001613
上衣,T恤,168,205,S008682
上衣,冲锋衣,72,87,S000608
鞋子,跑鞋,133,176,S000849
上衣,冲锋衣,87,126,S008522
上衣,T恤,59,62,S003609
鞋子,跑鞋,90,139,S001654
裤子,游泳裤,136,157,S008286
裤子,中裤,189,199,S005580
裤子,长裤,70,77,S001196
鞋子,跑鞋,59,91,S005318
上衣,羽绒服,187,197,S009200
鞋子,拖鞋,185,232,S009175
鞋子,凉鞋,193,213,S002318
上衣,冲锋衣,176,222,S008453
裤子,长裤,106,121,S009801
上衣,冲锋衣,162,206,S003989
鞋子,凉鞋,76,107,S009451
鞋子,拖鞋,116,117,S000224
鞋子,跑鞋,178,181,S006088
上衣,冲锋衣,114,157,S005882
上衣,冲锋衣,101,144,S001838
鞋子,跑鞋,140,188,S002893
鞋子,凉鞋,106,128,S008177
裤子,游泳裤,158,166,S007768
上衣,T恤,175,216,S009884
鞋子,跑鞋,194,197,S007589
鞋子,跑鞋,170,215,S002704
上衣,T恤,147,148,S005903
鞋子,拖鞋,58,90,S003495
鞋子,凉鞋,68,116,S009046
上衣,T恤,99,144,S006498
上衣,羽绒服,155,202,S003281
鞋子,凉鞋,86,114,S005108
裤子,游泳裤,133,157,S004594
裤子,中裤,197,231,S008036
鞋子,跑鞋,111,113,S000727
鞋子,拖鞋,77,95,S001776
上衣,冲锋衣,164,169,S000109
上衣,羽绒服,138,157,S008877
裤子,中裤,75,124,S001495
上衣,羽绒服,162,172,S003195
裤子,中裤,169,174,S007992
鞋子,凉鞋,90,91,S007241
鞋子,跑鞋,160,189,S009909
鞋子,跑鞋,162,168,S000485
鞋子,跑鞋,74,80,S009087
上衣,羽绒服,149,184,S004823
鞋子,拖鞋,197,204,S001479
上衣,T恤,127,145,S008419
鞋子,凉鞋,121,151,S008270
鞋子,凉鞋,189,210,S000237
上衣,T恤,168,168,S007961
上衣,羽绒服,119,149,S002123
裤子,游泳裤,95,122,S001183
上衣,T恤,69,82,S001862
裤子,中裤,143,151,S001926
裤子,游泳裤,166,170,S000903
鞋子,跑鞋,68,111,S008716
鞋子,跑鞋,82,101,S007676
裤子,游泳裤,79,90,S000962
上衣,羽绒服,172,192,S002005
上衣,T恤,82,122,S000578
上衣,T恤,96,139,S002240
鞋子,跑鞋,93,117,S003177
鞋子,跑鞋,154,171,S004619
鞋子,凉鞋,188,217,S005784
上衣,羽绒服,109,113,S004686
上衣,T恤,171,179,S004100
裤子,游泳裤,156,174,S001276
上衣,羽绒服,81,104,S002655
裤子,游泳裤,170,208,S000772
裤子,游泳裤,160,171,S002241
上衣,T恤,170,213,S002344
裤子,游泳裤,117,145,S007824
裤子,游泳裤,82,107,S009795
上衣,T恤,107,133,S009250
上衣,T恤,134,154,S007079
鞋子,拖鞋,81,108,S006855
上衣,T恤,126,135,S005038
上衣,羽绒服,68,102,S002526
裤子,中裤,93,126,S008026
上衣,T恤,159,187,S005519
鞋子,跑鞋,60,82,S003807
鞋子,跑鞋,111,123,S000006
上衣,羽绒服,65,70,S009863
裤子,游泳裤,166,167,S005032
鞋子,凉鞋,191,206,S001104
上衣,冲锋衣,188,223,S004209
上衣,冲锋衣,172,210,S009159
上衣,冲锋衣,157,196,S006541
裤子,中裤,100,143,S002954
裤子,中裤,105,130,S007854
鞋子,凉鞋,98,118,S004621
上衣,冲锋衣,86,125,S001871
上衣,T恤,82,112,S007735
裤子,中裤,149,186,S005865
裤子,中裤,105,109,S004180
裤子,游泳裤,124,144,S005862
鞋子,凉鞋,109,124,S004961
上衣,羽绒服,69,108,S008512
上衣,冲锋衣,130,167,S004222
裤子,中裤,198,230,S002220
上衣,冲锋衣,114,132,S006577
裤子,中裤,106,106,S003684
裤子,游泳裤,85,115,S003481
鞋子,凉鞋,116,162,S005828
裤子,长裤,158,161,S006417
鞋子,拖鞋,50,76,S007452
鞋子,拖鞋,167,167,S000689
上衣,冲锋衣,164,201,S007073
上衣,冲锋衣,92,119,S002513
裤子,长裤,183,225,S007932
鞋子,跑鞋,79,98,S007575
鞋子,凉鞋,148,169,S009047
鞋子,跑鞋,70,95,S008836
裤子,中裤,135,155,S009856
裤子,游泳裤,120,136,S007064
上衣,T恤,82,85,S009710
裤子,游泳裤,132,165,S007157
鞋子,跑鞋,191,233,S004747
鞋子,拖鞋,160,197,S002051
上衣,冲锋衣,98,109,S000599
鞋子,跑鞋,103,111,S008146
裤子,长裤,109,130,S006623
裤子,长裤,61,100,S006430
上衣,羽绒服,89,92,S004849
上衣,T恤,192,230,S006765
鞋子,凉鞋,180,219,S004031
鞋子,拖鞋,133,157,S001642
裤子,游泳裤,126,127,S000571
鞋子,拖鞋,90,90,S001720
鞋子,跑鞋,94,103,S001221
上衣,羽绒服,110,158,S006758
上衣,羽绒服,130,143,S007338
鞋子,拖鞋,101,146,S003451
鞋子,跑鞋,104,119,S003425
上衣,羽绒服,112,148,S003380
上衣,T恤,177,190,S007632
裤子,长裤,79,81,S002752
裤子,游泳裤,59,72,S009190
鞋子,拖鞋,87,123,S008714
鞋子,拖鞋,179,191,S007365
鞋子,跑鞋,53,91,S008192
鞋子,拖鞋,167,195,S004553
裤子,游泳裤,108,125,S007714
裤子,长裤,94,114,S006740
裤子,长裤,82,117,S005490
裤子,游泳裤,53,76,S001584
鞋子,拖鞋,101,102,S003323
裤子,游泳裤,189,207,S006509
上衣,T恤,164,197,S001401
鞋子,拖鞋,170,202,S004831
裤子,游泳裤,173,175,S001535
鞋子,拖鞋,138,173,S003068
裤子,游泳裤,122,139,S008660
裤子,游泳裤,97,138,S005963
裤子,长裤,66,87,S001140
裤子,游泳裤,102,125,S008538
上衣,羽绒服,120,147,S006877
鞋子,拖鞋,97,103,S002490
上衣,冲锋衣,136,151,S002013
上衣,T恤,167,187,S001674
上衣,冲锋衣,141,142,S005144
上衣,羽绒服,147,189,S001545
上衣,冲锋衣,176,216,S001850
鞋子,跑鞋,95,122,S008222
上衣,羽绒服,60,97,S009110
裤子,长裤,76,94,S006638
上衣,T恤,132,177,S005143
裤子,中裤,156,161,S009167
鞋子,跑鞋,190,220,S008322
鞋子,凉鞋,143,145,S000936
裤子,游泳裤,132,133,S003368
鞋子,拖鞋,94,116,S001344
裤子,长裤,177,193,S004438
上衣,冲锋衣,94,114,S009525
鞋子,拖鞋,95,131,S003967
上衣,T恤,198,244,S005361
裤子,游泳裤,199,220,S006231
鞋子,拖鞋,170,207,S009842
鞋子,跑鞋,169,202,S009664
上衣,T恤,184,210,S001506
裤子,长裤,128,169,S003521
鞋子,凉鞋,85,109,S003061
鞋子,拖鞋,94,138,S003138
裤子,长裤,52,55,S000395
鞋子,凉鞋,87,116,S008034
上衣,T恤,110,139,S009184
上衣,T恤,78,110,S005174
上衣,T恤,119,167,S000614
裤子,游泳裤,193,194,S006785
鞋子,跑鞋,133,143,S000677
上衣,羽绒服,132,143,S009089
鞋子,拖鞋,197,246,S005178
鞋子,跑鞋,149,168,S008381
上衣,羽绒服,139,188,S009992
鞋子,跑鞋,122,132,S003994
鞋子,跑鞋,145,176,S001040
鞋子,跑鞋,152,161,S008650
鞋子,拖鞋,197,246,S003476
裤子,长裤,59,82,S002412
鞋子,凉鞋,172,209,S005794
上衣,羽绒服,84,103,S007702
鞋子,凉鞋,139,141,S003338
鞋子,跑鞋,105,135,S000365
裤子,游泳裤,149,172,S006381
鞋子,拖鞋,159,173,S005299
鞋子,凉鞋,176,205,S006250
裤子,中裤,198,236,S001990
裤子,中裤,165,213,S009868
裤子,中裤,131,136,S003033
上衣,冲锋衣,194,236,S007690
上衣,T恤,61,109,S007376
上衣,羽绒服,70,87,S001157
裤子,中裤,182,201,S005291
裤子,中裤,105,131,S005396
上衣,冲锋衣,107,109,S001048
鞋子,凉鞋,187,197,S009513
上衣,冲锋衣,173,211,S006059
上衣,T恤,144,145,S003965
裤子,中裤,85,134,S009651
上衣,冲锋衣,111,126,S008287
裤子,游泳裤,137,159,S005398
上衣,T恤,100,100,S009792
上衣,T恤,114,158,S002627
裤子,长裤,166,195,S006732
上衣,羽绒服,159,205,S009484
上衣,羽绒服,148,157,S006365
裤子,长裤,186,226,S004903
鞋子,拖鞋,82,109,S000743
上衣,冲锋衣,149,158,S000526
鞋子,拖鞋,51,95,S000273
裤子,中裤,117,153,S002694
鞋子,拖鞋,54,64,S004329
上衣,冲锋衣,160,189,S003551
上衣,冲锋衣,189,216,S001148
上衣,冲锋衣,185,199,S008154
上衣,冲锋衣,93,95,S000992
鞋子,跑鞋,134,150,S008632
鞋子,拖鞋,141,160,S003750
上衣,T恤,78,100,S009059
上衣,羽绒服,143,146,S002491
上衣,T恤,90,90,S008579
裤子,中裤,135,164,S007608
上衣,冲锋衣,177,212,S007459
裤子,游泳裤,56,84,S005286
鞋子,跑鞋,187,213,S008073
裤子,中裤,151,186,S001413
上衣,羽绒服,138,150,S009508
鞋子,凉鞋,89,115,S006854
裤子,中裤,77,104,S001051
鞋子,跑鞋,58,105,S007213
上衣,T恤,109,158,S007323
鞋子,跑鞋,112,154,S007801
裤子,长裤,157,169,S005590
裤子,长裤,191,239,S004711
裤子,游泳裤,83,95,S009935
裤子,长裤,183,183,S008102
上衣,冲锋衣,151,176,S002423
上衣,冲锋衣,179,200,S001146
裤子,长裤,122,164,S006808
裤子,中裤,93,125,S005355
裤子,游泳裤,60,62,S001412
鞋子,拖鞋,174,186,S006407
上衣,羽绒服,105,146,S007869
上衣,T恤,70,111,S007597
上衣,羽绒服,157,193,S009379
裤子,游泳裤,117,120,S007637
鞋子,跑鞋,166,188,S004242
裤子,游泳裤,105,115,S000351
上衣,冲锋衣,141,169,S007393
上衣,羽绒服,76,96,S005707
裤子,长裤,74,82,S008004
上衣,T恤,54,72,S004450
鞋子,凉鞋,52,76,S006008
上衣,羽绒服,114,154,S003557
鞋子,凉鞋,179,228,S009528
鞋子,拖鞋,186,234,S000459
裤子,中裤,196,212,S001808
鞋子,凉鞋,154,156,S000588
上衣,T恤,161,169,S004558
裤子,中裤,123,157,S007906
鞋子,拖鞋,178,185,S003516
鞋子,跑鞋,120,166,S004905
上衣,冲锋衣,197,234,S004700
上衣,T恤,124,145,S007635
鞋子,跑鞋,166,171,S001880
鞋子,凉鞋,104,141,S006671
鞋子,拖鞋,115,147,S004280
鞋子,跑鞋,154,198,S007141
上衣,T恤,193,229,S008023
裤子,游泳裤,63,86,S006487
裤子,长裤,55,65,S003568
鞋子,跑鞋,105,140,S000923
上衣,T恤,196,228,S006440
上衣,T恤,56,100,S003844
裤子,游泳裤,119,137,S007344
上衣,冲锋衣,144,154,S006784
鞋子,凉鞋,150,192,S007054
上衣,羽绒服,144,162,S003421
鞋子,跑鞋,182,194,S009072
上衣,羽绒服,182,212,S005151
裤子,游泳裤,131,147,S008533
裤子,游泳裤,73,120,S008590
上衣,羽绒服,182,196,S006115
上衣,T恤,196,214,S000770
鞋子,凉鞋,72,116,S006653
裤子,游泳裤,98,132,S006130
裤子,中裤,105,133,S006485
上衣,冲锋衣,68,87,S001445
鞋子,凉鞋,163,181,S004361
鞋子,凉鞋,91,93,S000546
鞋子,拖鞋,102,118,S003328
鞋子,凉鞋,87,132,S001296
上衣,T恤,146,180,S003246
上衣,羽绒服,75,81,S001468
上衣,羽绒服,131,133,S000624
鞋子,凉鞋,55,87,S002536
裤子,游泳裤,139,181,S000639
上衣,T恤,185,214,S009247
上衣,T恤,54,90,S007384
裤子,长裤,117,137,S004924
鞋子,拖鞋,197,218,S002835
上衣,T恤,180,209,S009815
上衣,T恤,95,111,S007639
鞋子,凉鞋,150,159,S009355
裤子,中裤,97,139,S009186
上衣,冲锋衣,170,175,S001377
上衣,羽绒服,64,66,S005876
上衣,冲锋衣,153,201,S008355
裤子,中裤,56,64,S005801
上衣,T恤,75,90,S009226
裤子,中裤,79,111,S002886
鞋子,跑鞋,76,124,S004056
鞋子,跑鞋,98,108,S009706
上衣,羽绒服,119,152,S000892
鞋子,凉鞋,167,202,S007193
上衣,T恤,144,158,S001039
鞋子,凉鞋,63,89,S004151
鞋子,凉鞋,178,183,S006875
上衣,T恤,165,188,S000788
鞋子,拖鞋,169,180,S009026
裤子,中裤,153,169,S005659
鞋子,凉鞋,168,176,S000603
上衣,羽绒服,56,84,S001527
裤子,长裤,181,211,S002113
上衣,T恤,109,143,S004094
上衣,羽绒服,134,175,S001851
上衣,T恤,180,192,S005549
鞋子,跑鞋,170,206,S008122
