floor,year,area,price
低层（共6层）,2011年建,91㎡,78万
高层（共7层）,2005年建,80.68㎡,53.8万
高层（共20层）,2014年建,79㎡,145万
低层（共7层）,2012年建,112㎡,288万
低层（共15层）,2018年建,96㎡,650万
中层（共17层）,2018年建,103㎡,350万
中层（共18层）,2020年建,103㎡,181万
低层（共8层）,2020年建,103㎡,164.8万
低层（共9层）,2018年建,65.08㎡,54万
高层（共6层）,,109㎡,33万
高层（共1层）,,234㎡,50万
高层（共4层）,,69㎡,32万
中层（共4层）,,92㎡,45万
中层（共34层）,,94㎡,70万
中层（共7层）,,98㎡,56万
中层（共18层）,,87㎡,86万
中层（共18层）,,112㎡,106万
高层（共18层）,2011年建,142㎡,183万
高层（共23层）,2016年建,135㎡,170万
高层（共32层）,2012年建,41.66㎡,66万
中层（共25层）,2016年建,88㎡,185万
低层（共32层）,2018年建,66㎡,180万
中层（共15层）,2018年建,141㎡,320万
中层（共17层）,2019年建,104㎡,249万
高层（共21层）,2020年建,80.2㎡,93万
中层（共21层）,,110㎡,65万
高层（共6层）,,109㎡,33万
低层（共18层）,,128㎡,58万
低层（共7层）,,70㎡,30万
高层（共7层）,,82㎡,35万
低层（共33层）,,114.7㎡,68万
低层（共3层）,2018年建,69㎡,78万
高层（共3层）,2016年建,186㎡,156万
低层（共33层）,2017年建,89㎡,118万
高层（共26层）,2015年建,115㎡,175万
高层（共16层）,2016年建,128㎡,205万
高层（共16层）,2019年建,115㎡,207万
中层（共20层）,2018年建,50㎡,62.3万
中层（共33层）,2016年建,62㎡,74万
高层（共24层）,,96㎡,58万
中层（共23层）,,108.55㎡,55万
中层（共18层）,,130㎡,80万
中层（共8层）,,55㎡,28万
高层（共13层）,2019年建,102㎡,40万
中层（共25层）,,82㎡,80万
中层（共32层）,2019年建,89㎡,114万
高层（共24层）,2012年建,90.18㎡,120万
高层（共17层）,2019年建,90㎡,252万
中层（共8层）,2019年建,75㎡,196万
高层（共22层）,2014年建,75㎡,82万
中层（共12层）,2014年建,126㎡,200万
高层（共1层）,,126㎡,145万
高层（共4层）,,104.24㎡,52万
中层（共32层）,,115㎡,58万
中层（共14层）,,38㎡,28万
低层（共6层）,,55㎡,46万
中层（共25层）,,49㎡,60万
高层（共18层）,2019年建,125㎡,192万
高层（共6层）,2009年建,90.08㎡,113万
高层（共12层）,2018年建,126㎡,428万
中层（共17层）,2018年建,97㎡,165万
中层（共18层）,2014年建,77㎡,94万
中层（共26层）,2015年建,126㎡,210万
低层（共28层）,,129㎡,55万
中层（共7层）,,145㎡,55万
中层（共13层）,,55㎡,12万
高层（共9层）,,38㎡,22万
高层（共20层）,,70㎡,80万
高层（共32层）,2011年建,91㎡,171万
低层（共34层）,2016年建,124㎡,160万
,,103㎡,490万
中层（共32层）,2018年建,86㎡,165万
中层（共27层）,2020年建,66㎡,150万
中层（共26层）,2020年建,108㎡,170万
高层（共30层）,,130㎡,56万
高层（共7层）,,90㎡,41万
中层（共32层）,,125㎡,68万
中层（共14层）,,57.77㎡,38万
中层（共17层）,2018年建,108㎡,40万
高层（共25层）,,70㎡,80万
中层（共14层）,2014年建,86.7㎡,145万
中层（共18层）,2015年建,130.08㎡,185万
低层（共3层）,2020年建,177㎡,1600万
高层（共19层）,2018年建,106㎡,338万
高层（共21层）,2007年建,36㎡,65万
中层（共17层）,2017年建,83㎡,76万
中层（共30层）,,118㎡,56万
中层（共19层）,,113.68㎡,54万
低层（共14层）,,52.61㎡,35万
低层（共14层）,,98.19㎡,66万
高层（共8层）,2016年建,137㎡,228万
中层（共33层）,2020年建,98㎡,166.6万
中层（共23层）,2017年建,88㎡,255万
低层（共25层）,2019年建,61㎡,189万
低层（共24层）,2015年建,90㎡,160万
低层（共18层）,2016年建,65㎡,59万
中层（共17层）,,115㎡,40万
高层（共11层）,,142.52㎡,42万
中层（共5层）,,98.19㎡,66万
低层（共6层）,,31.6㎡,14.5万
低层（共33层）,2020年建,96㎡,115万
高层（共34层）,2017年建,87㎡,119.99万
低层（共17层）,2019年建,107㎡,235万
低层（共14层）,2019年建,107㎡,289万
中层（共19层）,2018年建,76㎡,80万
中层（共12层）,2019年建,62㎡,50万
高层（共28层）,,140.6㎡,83万
低层（共14层）,,140㎡,60万
低层（共25层）,,90㎡,44万
中层（共12层）,,57㎡,30万
中层（共30层）,2009年建,24.25㎡,27万
中层（共34层）,2017年建,82㎡,113万
低层（共17层）,2018年建,107㎡,235万
低层（共6层）,2019年建,76㎡,190万
中层（共18层）,2020年建,63㎡,70万
高层（共24层）,2018年建,65㎡,67万
中层（共7层）,,121㎡,45万
高层（共33层）,,90.73㎡,42万
中层（共28层）,,105㎡,50万
高层（共6层）,,98.68㎡,53万
高层（共18层）,2008年建,84.97㎡,112万
,,490㎡,6615万
中层（共18层）,2017年建,73㎡,110万
低层（共26层）,2015年建,44㎡,48万
高层（共4层）,,283㎡,158万
高层（共4层）,,282.84㎡,168万
高层（共31层）,,115㎡,61万
低层（共32层）,,98.5㎡,50000万
中层（共17层）,2018年建,97㎡,165万
,,121㎡,1960万
低层（共6层）,2019年建,75㎡,200万
中层（共16层）,2019年建,50㎡,34万
高层（共18层）,2015年建,66㎡,99万
低层（共4层）,,283㎡,180万
低层（共27层）,,127.74㎡,51万
低层（共32层）,,98.5㎡,52万
低层（共6层）,,64㎡,3600万
中层（共29层）,2014年建,293㎡,1300万
,,84㎡,1600万
低层（共24层）,2019年建,78㎡,88万
低层（共13层）,,138.29㎡,63万
低层（共50层）,,90㎡,10000万
高层（共7层）,,109.2㎡,37万
中层（共8层）,,60㎡,19万
中层（共34层）,,99㎡,50万
中层（共34层）,,115㎡,60万
低层（共15层）,2015年建,65㎡,227.5万
中层（共25层）,2018年建,88㎡,101万
中层（共12层）,2019年建,62㎡,45万
中层（共22层）,,104.34㎡,40000万
低层（共6层）,,72.6㎡,20万
高层（共7层）,,98㎡,45万
中层（共14层）,,118㎡,49万
高层（共27层）,,127.74㎡,47万
中层（共18层）,,144㎡,76万
低层（共4层）,,213.79㎡,100万
中层（共34层）,,115㎡,61万
高层（共1层）,,45㎡,80万
低层（共6层）,2017年建,63㎡,210万
,,241㎡,1890万
中层（共17层）,2017年建,83㎡,76万
高层（共8层）,2002年建,110㎡,116万
高层（共5层）,,124㎡,49万
中层（共22层）,,110㎡,65万
低层（共18层）,,94㎡,37万
高层（共14层）,,118.06㎡,49万
低层（共3层）,,213.79㎡,110万
高层（共3层）,,213.7㎡,110万
低层（共31层）,,118.1㎡,63万
中层（共34层）,,115㎡,63万
高层（共1层）,2020年建,62㎡,185万
,,122㎡,3700万
中层（共25层）,2016年建,75㎡,80万
中层（共22层）,2018年建,102㎡,160万
中层（共8层）,,100㎡,30万
高层（共12层）,,115.32㎡,50万
高层（共6层）,,49㎡,19万
高层（共26层）,,93.16㎡,32万
高层（共4层）,,213.79㎡,100万
低层（共4层）,,213.79㎡,105万
中层（共34层）,,115㎡,58万
低层（共9层）,,20㎡,21万
低层（共32层）,2018年建,66㎡,160万
中层（共24层）,2018年建,74㎡,170万
高层（共17层）,2018年建,110㎡,179万
中层（共22层）,2019年建,66㎡,82万
低层（共23层）,,80.67㎡,85万
低层（共12层）,,97.37㎡,40万
高层（共7层）,,98㎡,43万
中层（共8层）,,92㎡,40万
低层（共4层）,,214㎡,110万
高层（共4层）,,213.79㎡,110万
高层（共12层）,2018年建,51㎡,168万
高层（共6层）,2020年建,125㎡,150万
中层（共15层）,2017年建,86㎡,126万
高层（共20层）,2019年建,81㎡,110万
低层（共12层）,,100.3㎡,40万
低层（共12层）,,97.37㎡,39万
高层（共4层）,,420㎡,189万
中层（共6层）,,42.19㎡,26万
低层（共3层）,,214㎡,105万
高层（共4层）,,282.84㎡,145万
中层（共32层）,2018年建,86㎡,198万
中层（共25层）,2018年建,113㎡,195万
中层（共25层）,2019年建,107㎡,150万
中层（共12层）,,100.42㎡,43万
中层（共12层）,,100.42㎡,43万
高层（共24层）,,93.69㎡,42万
高层（共14层）,,118.06㎡,47万
低层（共3层）,,214㎡,105万
高层（共4层）,,213.79㎡,105万
低层（共6层）,2019年建,88㎡,200万
中层（共23层）,2018年建,117㎡,415万
中层（共20层）,2019年建,80㎡,104万
高层（共17层）,2009年建,93㎡,160万
低层（共12层）,,112.68㎡,55万
高层（共12层）,,106.5㎡,57万
高层（共6层）,,49㎡,19万
中层（共11层）,,55㎡,15万
低层（共3层）,,214㎡,105万
低层（共3层）,,214㎡,105万
中层（共3层）,2018年建,124㎡,1100万
,,241㎡,2199万
中层（共32层）,2017年建,109㎡,148万
高层（共18层）,2020年建,72㎡,115万
中层（共12层）,,94㎡,55万
低层（共12层）,,69㎡,35万
中层（共16层）,,68㎡,28万
高层（共7层）,,104.22㎡,36万
高层（共4层）,,214㎡,105万
高层（共4层）,,213.79㎡,105万
中层（共17层）,2018年建,97㎡,165万
中层（共20层）,2017年建,77㎡,195万
中层（共22层）,2006年建,101㎡,145万
中层（共25层）,2020年建,103㎡,108万
中层（共12层）,,168.19㎡,77万
低层（共6层）,,127㎡,130万
高层（共5层）,,83㎡,26万
高层（共28层）,,104㎡,56万
中层（共6层）,,60㎡,15万
低层（共18层）,,153㎡,78万
中层（共4层）,,214㎡,105万
高层（共20层）,2020年建,77㎡,226万
中层（共12层）,2018年建,170㎡,1000万
中层（共25层）,2018年建,82㎡,143万
低层（共6层）,2017年建,104㎡,105万
中层（共7层）,,124㎡,45万
高层（共1层）,,150㎡,60万
高层（共16层）,,120.5㎡,95万
中层（共6层）,,84㎡,28万
高层（共5层）,,82.5㎡,30万
低层（共6层）,,102㎡,45万
低层（共17层）,,94㎡,36万
高层（共4层）,,213.79㎡,105万
高层（共4层）,,282.84㎡,160万
中层（共20层）,2018年建,106㎡,477万
中层（共27层）,2018年建,153㎡,459万
低层（共19层）,2019年建,67㎡,99万
高层（共18层）,2002年建,132㎡,125万
低层（共18层）,,89㎡,80万
高层（共2层）,,167㎡,108万
高层（共5层）,,82.5㎡,30万
高层（共6层）,,170㎡,45万
中层（共25层）,,127㎡,51万
低层（共18层）,,107.19㎡,60万
高层（共1层）,2019年建,55㎡,150万
低层（共6层）,2019年建,76㎡,190万
中层（共20层）,2008年建,81㎡,125万
高层（共17层）,2010年建,82㎡,75万
高层（共2层）,,167㎡,98万
高层（共6层）,,100.5㎡,40万
低层（共6层）,,95㎡,57万
高层（共6层）,,99㎡,46万
中层（共12层）,2018年建,170㎡,1000万
低层（共19层）,2018年建,98㎡,225万
中层（共18层）,2020年建,75㎡,86万
高层（共15层）,2018年建,103.6㎡,195万
中层（共21层）,,110㎡,65万
低层（共8层）,,131㎡,77万
高层（共31层）,,95㎡,60万
高层（共4层）,,74㎡,22万
高层（共6层）,,99㎡,46万
中层（共28层）,,101.5㎡,49万
,,241㎡,2600万
中层（共7层）,2016年建,75㎡,280万
低层（共14层）,2016年建,113㎡,155万
低层（共30层）,2008年建,88㎡,180万
低层（共6层）,,121㎡,65万
高层（共18层）,,98㎡,33万
中层（共26层）,,118㎡,50万
高层（共4层）,,74㎡,22万
高层（共4层）,,74.56㎡,23万
高层（共4层）,,74㎡,23万
中层（共26层）,,94.3㎡,41万
中层（共23层）,,96.81㎡,45万
低层（共20层）,2020年建,132㎡,462万
低层（共33层）,2018年建,120㎡,336万
低层（共9层）,2009年建,112㎡,230万
高层（共18层）,2016年建,71㎡,54.8万
中层（共12层）,,126㎡,44万
中层（共11层）,,52㎡,25万
中层（共11层）,,135㎡,88万
中层（共24层）,,90㎡,40万
中层（共6层）,,53.34㎡,29万
中层（共12层）,,116㎡,68万
中层（共15层）,,138㎡,107万
中层（共31层）,,118㎡,55万
,,55㎡,23万
低层（共6层）,,65㎡,55万
高层（共6层）,,49㎡,19万
低层（共7层）,,130㎡,63万
中层（共29层）,2017年建,169㎡,859万
低层（共20层）,2019年建,113㎡,237万
中层（共17层）,2019年建,102㎡,69万
高层（共24层）,2018年建,69㎡,105万
高层（共6层）,,103.74㎡,40万
低层（共6层）,,95㎡,20万
中层（共21层）,,92.88㎡,55万
低层（共12层）,,136.67㎡,95万
低层（共11层）,,104㎡,59万
高层（共17层）,,105㎡,50万
高层（共7层）,,94.46㎡,56万
低层（共6层）,,87.01㎡,42万
高层（共3层）,,43.93㎡,20万
中层（共12层）,,116㎡,68万
高层（共1层）,,300㎡,20000万
中层（共24层）,,120㎡,73万
中层（共6层）,,96.2㎡,41万
中层（共6层）,,96.2㎡,41万
高层（共2层）,,84㎡,20万
高层（共31层）,,120.2㎡,60万
低层（共20层）,2006年建,90㎡,135万
中层（共18层）,2015年建,60㎡,61.6万
低层（共6层）,,95㎡,20万
低层（共29层）,,125.26㎡,87万
中层（共6层）,,91.5㎡,63.6万
高层（共6层）,,110㎡,43万
高层（共11层）,,100.42㎡,41万
高层（共6层）,,131㎡,55万
高层（共7层）,,77.3㎡,30万
低层（共6层）,,125㎡,5050万
低层（共28层）,,125㎡,62万
高层（共4层）,,120㎡,48万
高层（共18层）,,85㎡,38万
高层（共6层）,,144㎡,78万
中层（共6层）,,96.2㎡,41万
中层（共6层）,,96.2㎡,41万
低层（共7层）,,97.27㎡,56万
高层（共6层）,,113.4㎡,59万
中层（共18层）,2018年建,61㎡,78.4万
高层（共22层）,2018年建,61㎡,66.5万
高层（共6层）,,120㎡,25万
中层（共5层）,,125㎡,41万
高层（共7层）,,159.94㎡,79万
低层（共21层）,,110.39㎡,55万
中层（共6层）,,108.53㎡,49万
高层（共6层）,,77.67㎡,18万
高层（共5层）,,96㎡,26万
中层（共5层）,,44.93㎡,20万
中层（共12层）,,116㎡,68万
高层（共9层）,,3000㎡,9000万
高层（共8层）,,130㎡,66万
低层（共6层）,,125㎡,58万
高层（共5层）,,163㎡,40万
高层（共5层）,,88.26㎡,30万
高层（共1层）,,130㎡,202万
低层（共6层）,,118.5㎡,52万
中层（共23层）,2020年建,74㎡,105万
中层（共12层）,2014年建,108㎡,142万
高层（共6层）,,80㎡,10万
高层（共5层）,,80㎡,20万
低层（共21层）,,110.39㎡,55万
低层（共6层）,,98㎡,64万
高层（共6层）,,99㎡,48万
中层（共11层）,,131㎡,86万
高层（共6层）,,80㎡,30万
低层（共7层）,,98.6㎡,45万
中层（共28层）,,108.84㎡,59万
高层（共7层）,,99.79㎡,53万
高层（共26层）,,84㎡,54万
高层（共6层）,,114㎡,33万
高层（共4层）,,74.56㎡,23万
中层（共21层）,,110㎡,65万
高层（共2层）,,220㎡,52万
高层（共2层）,,220㎡,52万
中层（共28层）,2018年建,62㎡,61万
中层（共25层）,2020年建,64㎡,75万
高层（共5层）,,80㎡,20万
高层（共5层）,,80㎡,20万
中层（共6层）,,160㎡,120万
高层（共24层）,,128.55㎡,89万
低层（共3层）,,321.5㎡,300万
中层（共6层）,,137㎡,63万
高层（共12层）,,98.75㎡,35万
低层（共12层）,,145㎡,58万
中层（共19层）,,91㎡,54万
中层（共7层）,,100㎡,65万
低层（共20层）,,91㎡,48万
中层（共36层）,,154㎡,135万
高层（共6层）,,176㎡,35万
中层（共6层）,,90㎡,38万
中层（共6层）,,106㎡,40万
低层（共7层）,,130㎡,56万
高层（共18层）,2017年建,61㎡,72万
中层（共5层）,,56.4㎡,8万
高层（共6层）,,90㎡,14万
中层（共31层）,,122㎡,79万
低层（共29层）,,125㎡,6950万
低层（共6层）,,110㎡,58万
高层（共6层）,,116.3㎡,53万
高层（共7层）,,69㎡,25万
高层（共6层）,,100.4㎡,41万
低层（共7层）,,109㎡,58万
低层（共6层）,,110㎡,61万
高层（共11层）,,72㎡,30万
高层（共6层）,,100㎡,35万
中层（共18层）,,113.8㎡,58万
中层（共18层）,,96㎡,38万
高层（共5层）,,74㎡,23万
低层（共16层）,,90㎡,27万
中层（共18层）,,98.89㎡,80万
中层（共15层）,,123.9㎡,73万
中层（共6层）,,92㎡,48万
高层（共6层）,,87㎡,29万
高层（共5层）,,59㎡,14万
中层（共7层）,,67㎡,33万
低层（共7层）,,109㎡,58万
高层（共30层）,,122㎡,66万
高层（共14层）,,107㎡,57万
低层（共6层）,,90㎡,50万
中层（共5层）,,119㎡,35万
高层（共6层）,,123㎡,38万
高层（共26层）,,94.6㎡,55万
低层（共28层）,,99㎡,43万
中层（共5层）,,133㎡,30万
低层（共15层）,,133.9㎡,77万
高层（共11层）,,124㎡,69万
中层（共6层）,,70㎡,35万
高层（共6层）,,147㎡,69万
中层（共7层）,,138㎡,71万
中层（共7层）,,138㎡,71万
中层（共6层）,,108㎡,48万
低层（共3层）,,420㎡,220万
低层（共6层）,,50㎡,15万
中层（共6层）,,118.5㎡,78万
中层（共6层）,,118.8㎡,78万
高层（共6层）,,110㎡,41万
中层（共6层）,,140㎡,83万
中层（共25层）,,125㎡,51万
高层（共30层）,,145.64㎡,58万
低层（共4层）,,70㎡,15万
高层（共6层）,,155.5㎡,42万
中层（共11层）,,107㎡,58万
中层（共6层）,,3㎡,3万
高层（共6层）,,148㎡,69万
中层（共17层）,,93.88㎡,43万
中层（共12层）,,133㎡,60万
中层（共11层）,,136㎡,53万
低层（共5层）,,142㎡,95万
高层（共1层）,,120㎡,18万
高层（共27层）,,156.11㎡,120万
低层（共8层）,,158㎡,95万
中层（共6层）,,140㎡,83万
低层（共6层）,,82.4㎡,33万
高层（共18层）,,92㎡,34万
中层（共16层）,,86㎡,33万
低层（共5层）,,115.9㎡,28万
低层（共5层）,,115.09㎡,28万
中层（共24层）,,104㎡,65万
高层（共26层）,,143.7㎡,110万
高层（共6层）,,108㎡,47万
高层（共6层）,,108㎡,47万
低层（共11层）,,132.08㎡,80万
低层（共16层）,,241㎡,133万
高层（共19层）,,108㎡,60万
低层（共18层）,,145.2㎡,92万
高层（共16层）,,131㎡,74万
高层（共17层）,,90.35㎡,81万
低层（共6层）,,82.4㎡,33万
中层（共6层）,,140㎡,83万
中层（共14层）,,91.22㎡,32万
中层（共25层）,,125㎡,51万
中层（共11层）,,106.29㎡,46万
高层（共6层）,,94㎡,15万
中层（共21层）,,92.08㎡,54万
高层（共33层）,,123.5㎡,86万
中层（共12层）,,151㎡,76万
中层（共17层）,,87㎡,38万
高层（共6层）,,97㎡,35万
高层（共6层）,,87㎡,31万
中层（共19层）,,94.6㎡,80万
高层（共18层）,,80㎡,40万
高层（共20层）,,103㎡,98万
低层（共18层）,,103㎡,98万
高层（共5层）,,108㎡,35万
高层（共1层）,,145㎡,65万
中层（共25层）,,137㎡,52万
低层（共2层）,,190.2㎡,190万
中层（共5层）,,100㎡,26万
中层（共6层）,,94㎡,32万
低层（共32层）,,131㎡,90万
低层（共23层）,,120㎡,84万
高层（共12层）,,140㎡,82万
高层（共6层）,,94㎡,46万
低层（共24层）,,97㎡,36万
高层（共22层）,,90㎡,50万
低层（共7层）,,90㎡,53万
中层（共26层）,,125㎡,74.5万
高层（共12层）,,139.8㎡,72万
中层（共5层）,,161㎡,60万
高层（共6层）,,120㎡,35万
高层（共7层）,,70㎡,24万
中层（共21层）,,110㎡,65万
中层（共6层）,,94㎡,32万
中层（共5层）,,146㎡,70万
高层（共12层）,,110㎡,65万
低层（共26层）,,66.14㎡,43万
低层（共6层）,,64㎡,34万
中层（共4层）,,78㎡,37万
高层（共7层）,,107.73㎡,66万
高层（共6层）,,86㎡,15万
中层（共6层）,,110㎡,59万
中层（共7层）,,140㎡,120万
中层（共32层）,,136㎡,85.7万
低层（共8层）,,158㎡,95万
中层（共4层）,,81.5㎡,21万
高层（共6层）,,98㎡,28万
低层（共6层）,,22㎡,18万
中层（共14层）,,91.22㎡,30万
高层（共11层）,,131㎡,56万
高层（共5层）,,73㎡,12万
高层（共6层）,,100㎡,66万
中层（共11层）,,54㎡,24万
低层（共6层）,,134㎡,60万
低层（共6层）,,94㎡,47万
中层（共21层）,,100㎡,66万
高层（共1层）,,2637㎡,800万
高层（共6层）,,100㎡,52万
低层（共11层）,,102㎡,92万
低层（共11层）,,102㎡,92万
高层（共6层）,,142㎡,66万
高层（共6层）,,87.79㎡,30万
高层（共18层）,,106.3㎡,40万
高层（共18层）,,101.38㎡,40万
高层（共24层）,,113㎡,45万
中层（共5层）,,78㎡,21万
中层（共11层）,,52㎡,25万
低层（共6层）,,64㎡,34万
中层（共6层）,,88㎡,51万
中层（共18层）,,140㎡,87万
中层（共33层）,,125㎡,69万
高层（共12层）,,136㎡,65万
高层（共17层）,,115㎡,65万
低层（共6层）,,140㎡,69万
中层（共2层）,,130㎡,76万
高层（共34层）,,93㎡,115万
低层（共6层）,,70㎡,28万
中层（共16层）,,120㎡,30万
高层（共6层）,,70㎡,20万
高层（共18层）,,91㎡,36万
高层（共17层）,,67㎡,27万
高层（共6层）,,105㎡,44万
高层（共5层）,,80㎡,19万
高层（共11层）,,57㎡,25万
高层（共22层）,,129.99㎡,90万
高层（共6层）,,108㎡,47万
高层（共6层）,,108㎡,47万
高层（共7层）,,61㎡,28万
高层（共7层）,,132㎡,55万
高层（共30层）,,85㎡,62万
低层（共18层）,,107㎡,73万
中层（共2层）,,360㎡,188万
高层（共18层）,,98㎡,36万
高层（共6层）,,70㎡,20万
高层（共6层）,,100㎡,41万
高层（共6层）,,70㎡,17万
高层（共5层）,,75㎡,25万
中层（共5层）,,78㎡,20万
低层（共11层）,,57㎡,21万
中层（共6层）,,110.8㎡,24万
中层（共18层）,,140㎡,88万
中层（共6层）,,78.8㎡,33万
低层（共6层）,,130㎡,53万
中层（共18层）,,132㎡,53万
低层（共18层）,,107㎡,74万
低层（共18层）,,107㎡,73万
中层（共2层）,,296㎡,188万
高层（共33层）,,103㎡,46万
高层（共6层）,,70㎡,17万
高层（共22层）,,93.19㎡,44万
中层（共5层）,,182㎡,65万
高层（共5层）,,123㎡,37万
中层（共6层）,,110.8㎡,24万
中层（共28层）,,134.7㎡,114万
高层（共6层）,,108㎡,47万
高层（共6层）,,114.9㎡,40万
中层（共18层）,,132㎡,54万
低层（共18层）,,132㎡,51万
中层（共6层）,,115㎡,81万
高层（共23层）,,133㎡,80万
高层（共24层）,,112㎡,65万
低层（共25层）,,113㎡,95万
高层（共5层）,,110㎡,28万
中层（共2层）,,200㎡,240万
高层（共6层）,,96㎡,20万
中层（共33层）,,79.1㎡,50万
低层（共3层）,,92㎡,160万
中层（共6层）,,112㎡,84万
中层（共6层）,,125㎡,49万
高层（共6层）,,108㎡,48万
高层（共6层）,,65㎡,20万
低层（共6层）,,129㎡,68万
低层（共18层）,,107㎡,73万
中层（共21层）,,110㎡,65万
中层（共32层）,,133.47㎡,88万
低层（共18层）,,153㎡,108万
高层（共1层）,,202㎡,220万
中层（共5层）,,159㎡,75万
高层（共17层）,,51㎡,32万
中层（共6层）,,82㎡,26万
低层（共11层）,,53㎡,24万
高层（共19层）,,189㎡,86万
低层（共6层）,,135㎡,63万
高层（共17层）,,110㎡,63万
低层（共13层）,,167㎡,6000万
中层（共5层）,,85㎡,82万
高层（共6层）,,114.9㎡,65万
中层（共3层）,,102㎡,52万
中层（共16层）,,91.7㎡,51万
高层（共5层）,,103㎡,45万
高层（共6层）,,70㎡,16万
高层（共14层）,,100㎡,32万
中层（共26层）,,24㎡,20万
高层（共6层）,,90㎡,24万
中层（共6层）,,110㎡,49万
高层（共12层）,,166㎡,66万
中层（共6层）,,64㎡,30万
中层（共15层）,,132.8㎡,49万
中层（共7层）,,82㎡,38万
高层（共6层）,,85.73㎡,49万
中层（共5层）,,133.31㎡,62万
高层（共6层）,,100㎡,45万
低层（共6层）,,100㎡,31万
高层（共6层）,,106㎡,45万
高层（共7层）,,114㎡,57.5万
中层（共6层）,,132㎡,108万
中层（共17层）,,105㎡,44万
中层（共11层）,,130㎡,38万
中层（共28层）,,100.62㎡,45万
高层（共33层）,,126㎡,100万
高层（共6层）,,95.5㎡,33万
低层（共7层）,,121㎡,78万
高层（共7层）,,84.16㎡,31.5万
中层（共6层）,,70㎡,20万
高层（共5层）,,144㎡,30万
高层（共5层）,,138㎡,36万
中层（共8层）,,127.2㎡,75万
高层（共6层）,,80㎡,39万
中层（共6层）,,89㎡,45万
高层（共6层）,,90㎡,48万
中层（共21层）,,110㎡,69万
中层（共18层）,,132㎡,52万
高层（共6层）,,48㎡,24万
中层（共6层）,,135.84㎡,78万
高层（共6层）,,106㎡,43万
高层（共6层）,,140㎡,40万
高层（共6层）,,58㎡,12万
高层（共18层）,,120.92㎡,50万
低层（共23层）,,116㎡,66万
中层（共7层）,,102㎡,49.8万
低层（共3层）,,97㎡,80万
低层（共6层）,,94㎡,54万
中层（共6层）,,104㎡,55万
中层（共6层）,,104㎡,55万
中层（共18层）,,132㎡,56万
高层（共7层）,,160㎡,54万
低层（共6层）,,80㎡,46万
低层（共6层）,,90㎡,40万
中层（共11层）,,100.24㎡,52万
低层（共18层）,,119.6㎡,75万
高层（共10层）,,95㎡,62万
低层（共5层）,,64㎡,12万
高层（共6层）,,98.31㎡,30万
高层（共19层）,,189㎡,86万
中层（共18层）,,66.67㎡,33万
高层（共17层）,,96.64㎡,27万
高层（共1层）,,102.6㎡,58万
高层（共19层）,,114㎡,79万
中层（共6层）,,88.7㎡,28万
高层（共28层）,,117㎡,75万
中层（共2层）,,163㎡,116万
高层（共7层）,,123.5㎡,70万
高层（共7层）,,152.36㎡,100万
低层（共11层）,,120㎡,55万
中层（共17层）,,96㎡,27万
中层（共17层）,,120.5㎡,33万
高层（共4层）,,65㎡,30万
高层（共14层）,,158.53㎡,150万
中层（共6层）,,98㎡,65万
中层（共7层）,,103㎡,64万
高层（共5层）,,90.93㎡,29万
高层（共5层）,,55㎡,10万
高层（共28层）,,144㎡,65万
低层（共21层）,,92㎡,49万
低层（共17层）,,122㎡,115万
高层（共4层）,,65㎡,30万
低层（共24层）,,123.2㎡,55万
低层（共6层）,,62㎡,26万
低层（共18层）,,107㎡,74万
高层（共6层）,,80㎡,18万
高层（共6层）,,71㎡,38.8万
高层（共7层）,,101㎡,75万
中层（共6层）,,126.83㎡,65万
中层（共6层）,,126.83㎡,65万
中层（共6层）,,87㎡,30万
高层（共12层）,,129㎡,63万
低层（共18层）,,107㎡,73万
低层（共12层）,,125㎡,66万
中层（共5层）,,110㎡,33万
高层（共28层）,,140㎡,60万
中层（共15层）,,110.83㎡,73万
高层（共5层）,,130㎡,54万
中层（共6层）,,59㎡,26万
中层（共32层）,,167㎡,6000万
高层（共6层）,,132.8㎡,75万
低层（共6层）,,101㎡,68万
高层（共4层）,,126㎡,40万
中层（共5层）,,115㎡,25万
低层（共18层）,,131㎡,82万
低层（共18层）,,131㎡,82万
中层（共5层）,,98㎡,48万
低层（共6层）,,82㎡,18.5万
高层（共30层）,2016年建,91㎡,91.8万
高层（共5层）,,133㎡,48万
中层（共32层）,,127.2㎡,100万
高层（共12层）,,99.84㎡,42万
高层（共18层）,,52㎡,35万
中层（共12层）,,85.44㎡,30万
高层（共7层）,2010年建,127㎡,99万
中层（共27层）,,118㎡,68万
中层（共27层）,,119㎡,68万
中层（共11层）,,108.9㎡,40万
高层（共6层）,,85㎡,30万
中层（共12层）,2012年建,97.5㎡,66.5万
高层（共30层）,2015年建,87㎡,84.8万
高层（共30层）,2015年建,94㎡,101.5万
中层（共18层）,,116.7㎡,125万
中层（共3层）,,60㎡,30万
低层（共6层）,,96㎡,38万
高层（共6层）,2006年建,131㎡,96.5万
高层（共6层）,2000年建,123.5㎡,90万
中层（共28层）,,108㎡,75万
高层（共8层）,,98㎡,65万
高层（共9层）,,84㎡,84万
低层（共17层）,,152㎡,89万
中层（共6层）,2010年建,133.36㎡,106万
中层（共12层）,2008年建,52.26㎡,53.1万
中层（共7层）,,103㎡,41万
中层（共27层）,,120㎡,71万
中层（共18层）,,100㎡,43万
高层（共5层）,,75㎡,25万
高层（共6层）,,111㎡,38万
中层（共13层）,2014年建,98.16㎡,90万
